User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Temperature (°C),Charger Type,User Type
User_724,TATA Tiago,50,Station_106,Mumbai,55.30273056,2.544566059,37.34746081,24.08202573,Morning,Thursday,71.91664638,88.37524194,30.18843916,Level 2,Commuter
User_727,TATA Tiago,7.714516854,Station_58,Mumbai,36.22941276,1.885689028,11.09306321,31.09005934,Evening,Monday,43.35667392,91.94031675,17.39682581,Level 2,Casual Driver
User_728,MG Comet,62,Station_78,Mumbai,12.35040612,1.499556879,44.04764539,24.30929724,Night,Wednesday,47.07173173,68.83315695,15.00986729,DC Fast Charger,Long-Distance Traveler
User_734,MG Comet,75,Station_33,Mumbai,68.24465321,3.375570509,49.3612511,33.36036097,Evening,Wednesday,57.9079949,88.30938417,14.82620373,Level 1,Long-Distance Traveler
User_739,TATA Tiago,100,Station_101,Mumbai,6.065161713,3.597765519,46.62351209,16.17803141,Morning,Sunday,19.64689729,71.19100274,27.29212704,DC Fast Charger,Long-Distance Traveler
User_746,TATA Curvv,62,Station_166,Mumbai,41.7666481,4.592690577,21.83372403,36.70441022,Afternoon,Friday,42.35837562,51.49172571,38.8126892,Level 1,Casual Driver
User_750,TATA Curvv,81.36841583,Station_83,Mumbai,57.97765789,2.859080313,6.499187935,14.33823364,Evening,Thursday,58.308685,63.86610505,7.636850332,DC Fast Charger,Long-Distance Traveler
User_751,TATA Tiago,75,Station_182,Mumbai,74.10752218,2.224661484,45.69740275,14.75800919,Evening,Wednesday,72.90390529,51.69102216,3.262503248,Level 2,Casual Driver
User_758,MG Comet,50,Station_336,Mumbai,64.37713244,2.314860017,15.2565692,8.811798669,Afternoon,Monday,15.58695625,98.80776451,25.40739976,Level 2,Long-Distance Traveler
User_770,Punch.EV,75,Station_309,Mumbai,15.5583755,0.755443089,44.45073085,28.83648567,Morning,Monday,83.20214245,61.22134406,25.90015483,Level 2,Casual Driver
User_771,Hyundai Kona,50,Station_146,Mumbai,40.7367048,2.534525414,9.866759209,36.57452173,Night,Friday,33.92648682,67.6953312,13.54692893,DC Fast Charger,Long-Distance Traveler
User_776,Punch.EV,62,Station_226,Mumbai,20.51871405,3.646583045,27.17353746,13.37200144,Afternoon,Tuesday,83.5904818,159.9889032,22.47968921,Level 1,Long-Distance Traveler
User_777,MG Comet,62,Station_105,Mumbai,13.58796474,3.517065237,40.81172935,37.89794296,Night,Monday,67.80447255,58.52581793,4.533623094,DC Fast Charger,Commuter
User_779,TATA Curvv,50,Station_260,Mumbai,73.37136541,3.022632764,45.50795122,11.86812162,Afternoon,Wednesday,62.52618043,62.34091279,7.723424435,Level 1,Commuter
User_785,Hyundai Kona,75,Station_207,Mumbai,43.4665651,1.774553694,29.83758581,36.8859008,Afternoon,Wednesday,41.49585704,54.94247646,5.459169955,Level 2,Commuter
User_790,Punch.EV,85,Station_116,Mumbai,43.25451714,3.210764372,19.27803572,13.3747112,Night,Tuesday,16.42986703,85.24212847,27.81755697,Level 1,Commuter
User_797,Hyundai Kona,62,Station_218,Mumbai,10.24188589,1.394747103,29.21621369,34.65331381,Evening,Sunday,14.96166964,70.51180081,18.15385475,DC Fast Charger,Commuter
User_805,MG Comet,75,Station_170,Mumbai,8.918418778,1.556936696,16.24196336,8.640023654,Night,Thursday,16.990405,55.82664103,9.113968186,Level 1,Long-Distance Traveler
User_815,MG Comet,75,Station_433,Mumbai,27.00471086,3.441490898,46.41136085,38.52706304,Morning,Sunday,88.18011162,61.43525686,8.774037215,DC Fast Charger,Casual Driver
User_816,TATA Tiago,50,Station_59,Mumbai,6.661747206,4.110062624,10.89013108,30.89770569,Evening,Monday,83.28204155,65.0062464,20.51545592,Level 2,Commuter
User_817,Punch.EV,100,Station_457,Mumbai,53.64842443,3.408542212,47.29035525,14.66503914,Evening,Saturday,21.45527057,98.16391585,12.02562263,DC Fast Charger,Commuter
User_834,Punch.EV,105.2870677,Station_299,Mumbai,43.4665651,1.851463574,8.126977133,37.22043017,Evening,Thursday,45.28332178,15.71797517,-0.269334466,DC Fast Charger,Long-Distance Traveler
User_836,TATA Tiago,140.7620616,Station_439,Mumbai,60.08034819,2.078305128,46.15424524,17.11106784,Night,Tuesday,37.69074851,93.80110629,-10.72476975,DC Fast Charger,Long-Distance Traveler
User_847,TATA Tiago,75,Station_452,Mumbai,61.56734925,3.710275408,41.31627182,8.42112691,Evening,Saturday,17.25267949,58.87841174,-2.209581899,Level 1,Long-Distance Traveler
User_851,TATA Curvv,62,Station_492,Mumbai,22.57288245,2.96014749,25.29157595,22.22480423,Night,Saturday,51.55000842,74.1444021,24.41179393,Level 1,Commuter
User_855,TATA Tiago,62,Station_214,Mumbai,51.49234638,3.911579304,35.21951804,21.37952636,Night,Tuesday,62.12237483,81.29379863,-4.123444525,Level 1,Long-Distance Traveler
User_860,TATA Curvv,75,Station_124,Mumbai,44.76974192,0.640695419,20.59023558,29.60976805,Evening,Saturday,64.11014685,90.55214709,24.25815611,Level 2,Commuter
User_861,Punch.EV,75,Station_305,Mumbai,38.21376481,1.88862824,35.89219701,22.23454649,Morning,Sunday,88.2564163,73.26212814,3.056173423,DC Fast Charger,Long-Distance Traveler
User_868,Hyundai Kona,75,Station_44,Mumbai,40.25719688,1.441548759,17.94739459,18.66412193,Afternoon,Friday,28.84132949,85.27530271,31.60235688,Level 2,Long-Distance Traveler
User_869,MG Comet,62,Station_415,Mumbai,51.20288963,1.447056636,45.19091647,39.19681508,Afternoon,Friday,75.55734012,56.56750424,15.64840423,DC Fast Charger,Commuter
User_882,Hyundai Kona,62,Station_145,Mumbai,77.45420996,3.308261928,29.41340669,5.691471522,Afternoon,Tuesday,80.65255109,90.08739344,2.24905517,Level 1,Long-Distance Traveler
User_885,Punch.EV,88.86922407,Station_333,Mumbai,20.17078858,2.450451566,40.42078196,37.25540969,Morning,Sunday,31.5569263,97.82793195,2.844132918,DC Fast Charger,Commuter
User_893,MG Comet,100,Station_356,Mumbai,39.93276466,2.705918848,49.11660927,20.71656542,Morning,Sunday,43.60824251,54.32016802,8.663582495,DC Fast Charger,Commuter
User_904,TATA Tiago,50,Station_34,Mumbai,6.268235994,5.673788713,,7.738396235,Night,Friday,65.99350199,140.3830477,25.06874494,Level 1,Commuter
User_910,MG Comet,62,Station_42,Mumbai,20.84637782,1.499771048,26.57781476,15.76765636,Night,Friday,61.83352377,85.03607837,-2.37688629,DC Fast Charger,Long-Distance Traveler
User_918,Punch.EV,50,Station_358,Mumbai,37.61011503,3.441723779,21.06766867,32.77849499,Night,Saturday,30.60283602,101.9051814,38.34082129,DC Fast Charger,Commuter
User_919,Hyundai Kona,100,Station_475,Mumbai,38.00957724,2.830236312,6.590228457,7.779103429,Evening,Sunday,48.29442034,98.25239499,-4.148661344,DC Fast Charger,Commuter
User_923,Hyundai Kona,62,Station_405,Mumbai,10.33664419,3.714289102,,31.68579536,Evening,Saturday,32.98603195,84.16649568,5.194911285,DC Fast Charger,Long-Distance Traveler
User_929,Punch.EV,75,Station_78,Mumbai,37.11856726,0.563718561,8.690646596,15.12203106,Evening,Monday,39.79613148,91.68222793,-0.542639424,Level 2,Casual Driver
User_933,MG Comet,50,Station_49,Mumbai,45.6603132,2.505972271,40.67941804,31.62664157,Evening,Wednesday,67.90524191,65.2365877,22.73954601,Level 2,Long-Distance Traveler
User_941,MG Comet,50,Station_308,Mumbai,58.74152298,2.91425797,19.94270235,20.60863906,Night,Wednesday,19.42640523,59.51725759,-0.00429831,DC Fast Charger,Long-Distance Traveler
User_951,TATA Tiago,62,Station_141,Mumbai,33.47231506,3.29858278,43.48176399,33.63724165,Afternoon,Wednesday,76.46236262,81.41249705,8.656254905,Level 2,Long-Distance Traveler
User_960,Punch.EV,100,Station_108,Mumbai,72.08924277,2.496163492,7.494575511,20.28862372,Night,Friday,22.9005078,94.20825519,3.927031788,Level 1,Long-Distance Traveler
User_973,Hyundai Kona,50,Station_312,Mumbai,45.81366157,3.444179196,17.3546406,7.400772164,Night,Saturday,68.43411849,86.79517154,28.43121149,DC Fast Charger,Long-Distance Traveler
User_979,TATA Curvv,62,Station_182,Mumbai,75.52338507,3.32691717,24.8909192,10.10258123,Afternoon,Monday,82.5448484,70.70118042,0.5816117,DC Fast Charger,Long-Distance Traveler
User_988,TATA Tiago,100,Station_57,Mumbai,77.63851677,3.577530943,8.125454971,33.52441776,Morning,Saturday,23.24454737,94.69156133,-3.386293111,Level 2,Commuter
User_993,TATA Tiago,75,Station_193,Mumbai,53.9569817,3.737052894,17.87474459,14.88744926,Night,Monday,89.97564875,95.03577021,6.800062382,Level 2,Long-Distance Traveler
User_998,Punch.EV,85,Station_227,Mumbai,46.61987333,1.56278776,7.388686338,16.70682128,Morning,Friday,70.09449292,59.04290083,-0.460756822,DC Fast Charger,Long-Distance Traveler
User_1002,TATA Tiago,50,Station_153,Mumbai,6.443672289,2.634529418,14.99241844,8.855377385,Night,Tuesday,81.59731029,84.92637815,-4.275305327,Level 1,Long-Distance Traveler
User_1009,TATA Tiago,50,Station_436,Mumbai,62.04623037,0.922764651,18.56265579,37.5475732,Afternoon,Sunday,88.3912258,77.93392383,-0.966443591,DC Fast Charger,Casual Driver
User_1017,Hyundai Kona,100,Station_471,Mumbai,71.70850688,5.444091596,38.79607655,37.09584883,Afternoon,Saturday,12.2234232,77.41334734,2.616126227,Level 1,Casual Driver
User_1028,MG Comet,85,Station_211,Mumbai,44.01595166,1.324310297,38.10527791,32.93537303,Afternoon,Saturday,73.34621767,78.15992983,5.879536154,Level 2,Casual Driver
User_1036,Punch.EV,60.65969098,Station_329,Mumbai,66.09153403,1.272887206,37.60056306,14.80646804,Evening,Tuesday,42.30136724,70.72631713,9.953924429,Level 2,Casual Driver
User_1041,TATA Curvv,50,Station_63,Mumbai,44.88676331,2.041257191,28.9773945,7.093616315,Morning,Tuesday,81.95826164,70.54283762,22.75372165,DC Fast Charger,Long-Distance Traveler
User_1042,MG Comet,100,Station_62,Mumbai,58.94085857,3.205348493,43.7022121,37.33339445,Night,Saturday,82.3603313,92.03577294,19.45757653,Level 2,Long-Distance Traveler
User_1043,TATA Curvv,109.7951283,Station_100,Mumbai,10.03981781,1.302941969,,26.59423983,Evening,Monday,35.98360523,70.68328884,35.14516183,Level 1,Long-Distance Traveler
User_1045,TATA Curvv,85,Station_17,Mumbai,29.75838484,2.155244183,29.38504741,20.06533023,Morning,Sunday,10.81390545,36.54836012,-1.353331502,DC Fast Charger,Casual Driver
User_1046,TATA Curvv,75,Station_325,Mumbai,69.59647496,2.339041996,14.86068898,38.12949571,Afternoon,Tuesday,60.63891762,73.00925296,73.16958797,DC Fast Charger,Long-Distance Traveler
User_1050,Punch.EV,100,Station_246,Mumbai,8.234584116,0.90499338,43.81287256,8.682242515,Morning,Sunday,23.35890824,97.66158482,38.56896076,Level 2,Commuter
User_1068,Hyundai Kona,62,Station_196,Mumbai,40.78700348,3.431847203,11.03185075,22.86464784,Morning,Thursday,68.76134194,55.14615868,-0.658493238,Level 1,Long-Distance Traveler
User_1072,TATA Curvv,82.66681121,Station_325,Mumbai,18.79049305,1.639131351,38.26182989,39.51619105,Evening,Monday,41.7717522,67.06652609,-2.736637604,Level 2,Long-Distance Traveler
User_1075,Hyundai Kona,85,Station_57,Mumbai,34.89511327,1.603396901,4.881436199,33.67501827,Afternoon,Friday,61.53265078,89.00103781,-6.428742353,Level 1,Casual Driver
User_1080,MG Comet,78.43167082,Station_286,Mumbai,38.08536377,1.949003681,1.654937068,15.63165131,Evening,Saturday,11.83050192,97.6297836,-5.9392058,Level 1,Long-Distance Traveler
User_1084,MG Comet,85,Station_279,Mumbai,68.56767861,1.558203166,16.475471,24.53486846,Afternoon,Saturday,68.27370384,93.5739471,-9.831678296,Level 1,Casual Driver
User_1093,MG Comet,75,Station_408,Mumbai,59.76831247,3.253943971,35.05498942,39.29790891,Evening,Monday,81.95499699,59.94650611,18.16464336,Level 2,Long-Distance Traveler
User_1094,MG Comet,62,Station_188,Mumbai,36.70152016,1.872489738,19.12193264,5.555604763,Evening,Sunday,26.34819844,95.16288707,30.28584754,Level 1,Casual Driver
User_1100,MG Comet,75,Station_76,Mumbai,15.72955117,3.882674593,38.31515901,19.6337703,Morning,Friday,10.87427192,80.29223804,10.75337783,Level 2,Long-Distance Traveler
User_1101,Hyundai Kona,85,Station_148,Mumbai,34.07799973,2.364887015,12.59762021,19.57002063,Night,Monday,70.12447702,61.59652123,5.369915824,Level 1,Commuter
User_1110,TATA Curvv,50,Station_315,Mumbai,23.19329022,2.007710443,31.98319246,5.811559056,Night,Sunday,72.88118471,86.93554787,17.07536932,Level 1,Casual Driver
User_1114,TATA Curvv,75,Station_380,Mumbai,9.206012695,2.220907251,47.65616728,19.80559334,Afternoon,Friday,25.18431669,80.23578041,20.77797923,Level 2,Commuter
User_1115,TATA Curvv,100,Station_342,Mumbai,56.1150925,1.05741593,5.488039505,16.3478361,Morning,Wednesday,22.3498793,80.08848452,36.59253901,Level 1,Commuter
User_1116,TATA Tiago,50,Station_146,Mumbai,15.89873423,3.165199902,40.44452193,12.06768036,Evening,Saturday,46.21839949,60.72812099,-5.068598814,Level 1,Long-Distance Traveler
User_1117,TATA Tiago,85,Station_368,Mumbai,41.15701391,3.263498398,46.12968887,13.44237938,Morning,Friday,31.46784538,77.45210904,29.4542124,Level 2,Casual Driver
User_1120,MG Comet,62,Station_27,Mumbai,90.23550358,1.285990167,4.841450613,35.02884819,Afternoon,Saturday,70.55201083,50.51807735,36.3683292,Level 1,Long-Distance Traveler
User_1121,MG Comet,62,Station_220,Mumbai,18.10247227,1.934688459,41.55273261,37.69680547,Night,Tuesday,33.30088316,99.70093459,1.102630909,DC Fast Charger,Casual Driver
User_1128,Hyundai Kona,62,Station_72,Mumbai,79.97267191,1.157943552,37.46218915,8.471445141,Morning,Sunday,75.82897475,67.97645022,16.05241314,Level 1,Casual Driver
User_1129,TATA Tiago,50,Station_310,Mumbai,5.163807088,3.910006446,5.265203285,7.411839346,Night,Monday,32.17142733,56.72395742,-9.824574766,DC Fast Charger,Casual Driver
User_1141,Hyundai Kona,85,Station_200,Mumbai,45.45344885,1.441090893,28.19404206,39.59705008,Night,Sunday,18.30616688,66.42847642,28.51369445,DC Fast Charger,Commuter
User_1144,MG Comet,75,Station_35,Mumbai,59.16864336,2.765621657,15.22251353,18.81699477,Afternoon,Thursday,50.51010597,68.59776437,29.06368772,DC Fast Charger,Long-Distance Traveler
User_1149,MG Comet,100,Station_158,Mumbai,77.12500791,1.233524687,39.42909617,29.78525366,Morning,Friday,62.32264056,81.40719887,-3.663579909,Level 1,Casual Driver
User_1150,TATA Tiago,100,Station_4,Mumbai,8.28243854,1.245288417,11.01799661,27.32656052,Morning,Sunday,76.66998194,62.00647452,-2.64529743,DC Fast Charger,Commuter
User_1170,Hyundai Kona,100,Station_88,Mumbai,27.70606779,2.85834951,45.32674459,38.03642616,Afternoon,Tuesday,46.48302919,98.62734402,19.02928781,Level 1,Commuter
User_1179,Hyundai Kona,50,Station_108,Mumbai,5.755524649,2.290446688,39.1270254,34.39969185,Evening,Monday,63.6155687,73.80735045,18.9627122,DC Fast Charger,Commuter
User_1183,Hyundai Kona,100,Station_380,Mumbai,9.206012695,2.858817714,14.83291702,34.44812381,Morning,Thursday,46.60793046,66.14678806,18.45594163,DC Fast Charger,Casual Driver
User_1187,Punch.EV,75,Station_450,Mumbai,72.94073166,3.60922982,13.82503559,35.85886985,Night,Friday,44.08631935,61.93725052,38.66696331,DC Fast Charger,Casual Driver
User_1191,Hyundai Kona,50,Station_108,Mumbai,47.49433927,2.287832255,21.67222574,8.331034986,Afternoon,Saturday,58.68736693,84.96009646,-3.112536169,DC Fast Charger,Casual Driver
User_1203,TATA Curvv,86.71809382,Station_162,Mumbai,61.63104966,2.942916166,20.39119229,32.96419115,Night,Wednesday,23.35781808,96.40888301,-6.983337242,Level 1,Long-Distance Traveler
User_1217,TATA Curvv,75,Station_357,Mumbai,77.63234569,3.306874018,11.17901456,10.90638327,Evening,Friday,54.6438593,58.01818478,2.21108395,DC Fast Charger,Commuter
User_1230,Hyundai Kona,54.03223627,Station_145,Mumbai,21.27074191,3.342356049,40.17685077,12.18615185,Morning,Saturday,23.97110918,90.94302581,31.34685759,DC Fast Charger,Commuter
User_1233,Punch.EV,50,Station_376,Mumbai,12.89314236,2.141299952,17.34136646,18.14399891,Morning,Wednesday,78.39287123,78.81590749,20.05511243,Level 2,Casual Driver
User_1237,Punch.EV,62,Station_231,Mumbai,43.4665651,1.281602665,36.60130618,29.7814818,Night,Wednesday,76.9602295,83.75662148,12.23564457,Level 1,Commuter
User_1246,TATA Curvv,50,Station_393,Mumbai,43.12603812,2.76539079,5.766635774,21.59525254,Morning,Friday,69.61870824,77.39673449,31.05761684,Level 2,Commuter
User_1251,TATA Tiago,62,Station_24,Mumbai,11.32191413,1.821809688,39.95811626,3.059041507,Morning,Saturday,59.77588685,53.00916603,-0.886886899,Level 1,Long-Distance Traveler
User_1252,TATA Curvv,50,Station_486,Mumbai,26.58671022,1.724436589,24.45076324,25.20475381,Afternoon,Tuesday,77.97541226,91.45202017,5.320091462,Level 1,Long-Distance Traveler
User_1257,TATA Tiago,75,Station_259,Mumbai,5.892835164,1.235989774,40.77682699,11.65115779,Afternoon,Saturday,12.90517915,57.54316927,16.89229648,Level 2,Commuter
User_1268,Hyundai Kona,100,Station_296,Mumbai,47.67827375,1.424909572,37.74994618,36.54860154,Night,Monday,75.29020927,67.25319331,27.78096351,Level 1,Long-Distance Traveler
User_1271,Punch.EV,75,Station_302,Mumbai,61.11752874,0.548377714,37.24649566,15.36736539,Evening,Monday,19.89094139,62.23223391,-2.462733809,Level 2,Commuter
User_1276,MG Comet,62,Station_273,Mumbai,26.44403312,3.692237458,27.1214299,27.3704371,Morning,Sunday,63.48160387,80.47775508,14.39410549,Level 1,Commuter
User_1277,Punch.EV,100,Station_420,Mumbai,42.0179595,0.730265847,13.30298668,13.08860586,Afternoon,Wednesday,55.03840485,70.45005705,14.64185295,DC Fast Charger,Long-Distance Traveler
User_1284,MG Comet,50,Station_249,Mumbai,28.80292498,0.758400248,45.51884431,20.89934494,Night,Friday,73.6868557,81.23277626,-0.257359046,DC Fast Charger,Casual Driver
User_1286,Punch.EV,100,Station_180,Mumbai,85.03985431,3.708384638,26.7265968,21.84379488,Evening,Sunday,32.36280196,55.98865792,22.66992027,Level 1,Casual Driver
User_1287,TATA Curvv,50,Station_66,Mumbai,47.76784734,2.679451387,32.99434153,30.85952282,Night,Thursday,13.70945351,97.58940532,15.36325798,Level 1,Long-Distance Traveler
User_1288,MG Comet,62,Station_308,Mumbai,57.45442117,1.121155295,35.73022937,26.41458833,Morning,Sunday,32.34187153,89.61714559,33.49059845,Level 2,Casual Driver
User_1290,Hyundai Kona,50,Station_171,Mumbai,49.53480946,0.805284486,42.13698966,23.99606518,Night,Sunday,79.74068238,53.90525935,4.52437496,DC Fast Charger,Casual Driver
User_1294,MG Comet,62,Station_107,Mumbai,8.315805795,0.728101986,11.73724408,20.70425979,Morning,Tuesday,38.55338957,56.84768446,35.82177611,Level 2,Long-Distance Traveler
User_1295,TATA Curvv,50,Station_439,Mumbai,10.18500019,3.411449704,29.83066536,18.818112,Evening,Monday,63.63470753,22.88625804,26.52415548,Level 1,Commuter
User_1299,TATA Tiago,85,Station_442,Mumbai,21.7953825,1.171874032,37.7362187,27.46057477,Night,Saturday,55.13436223,68.54740388,-4.052803771,Level 2,Long-Distance Traveler
User_1304,Hyundai Kona,81.06203029,Station_103,Mumbai,43.4665651,1.695958327,13.48724207,14.31781179,Morning,Friday,83.09120694,76.50122128,13.73785617,Level 1,Long-Distance Traveler
User_1312,Hyundai Kona,50,Station_13,Mumbai,74.27670058,2.849151428,25.07354432,38.19400614,Night,Tuesday,41.34406167,50.41234126,7.731967314,Level 2,Commuter
User_1313,MG Comet,75,Station_120,Mumbai,39.73385255,1.249296291,21.39560578,19.41366508,Morning,Tuesday,55.863615,85.12226222,24.10895296,Level 1,Casual Driver
